,Households with electricity (%),Households with an improved drinking-water source1 (%),Households using improved sanitation facility2 (%),Households using clean fuel for cooking3 (%),Households with any usual member covered by a health scheme or health insurance (%),ClusterClass,score,state
139,60.0,49.9,90.2,71.12,6.8,1,0.5560400000000001,Panipat
140,59.58,49.9,79.6,59.52000000000001,8.1,1,0.5134000000000001,Rohtak
141,58.8,42.1,39.3,23.76,11.8,2,0.35152000000000005,Dhanbad
142,58.5,48.0,71.0,55.28,20.5,2,0.50656,Purbi Singhbhum
143,58.44,36.2,51.0,26.560000000000002,14.7,2,0.3738,Ramgarh
144,59.4,48.55,60.2,48.88,32.7,2,0.49946,Bellary
145,58.44,45.45,92.5,60.48,33.4,1,0.5805400000000001,Dakshina Kannada
146,59.699999999999996,48.95,88.5,70.64,34.9,1,0.60538,Davanagere
147,59.459999999999994,49.2,71.9,62.96000000000001,30.3,1,0.54764,Dharwad
148,58.67999999999999,41.35,44.2,39.120000000000005,29.0,2,0.42469999999999997,Gadag
149,59.4,46.5,98.8,43.68000000000001,32.2,1,0.56116,Kannur
150,59.699999999999996,48.5,98.7,49.92,28.3,1,0.57024,Kasaragod
151,59.64,48.15,98.5,54.24,39.9,1,0.6008600000000001,Kollam
152,59.58,48.8,99.5,45.120000000000005,57.4,0,0.6208,Kozhikode
153,58.92,47.05,83.4,68.08,16.1,1,0.5471,Chandrapur
154,55.26,49.6,26.7,69.67999999999999,12.4,2,0.42728,Mumbai Suburban
155,59.519999999999996,49.8,39.2,71.36,14.7,2,0.4691599999999999,Mumbai
156,59.16,47.65,77.3,70.08,19.5,1,0.54738,Nagpur
157,57.959999999999994,49.6,64.1,69.67999999999999,15.3,2,0.51328,Nashik
158,57.12,22.3,35.7,37.04,2.7,2,0.30971999999999994,Bishnupur
159,59.64,47.6,70.3,69.2,39.8,0,0.57308,Bhopal
160,58.8,49.75,54.8,61.84,51.6,0,0.55358,Burhanpur
161,59.699999999999996,48.8,75.5,67.28,17.0,1,0.5365599999999999,Ujjain
162,59.879999999999995,47.2,90.7,78.96000000000001,33.7,1,0.6208800000000001,Aizawl
163,59.94,49.25,94.8,63.84,55.1,0,0.6458600000000001,Champhai
164,58.14,45.6,57.1,42.56,20.7,2,0.44820000000000004,Jharsuguda
165,59.94,49.5,80.5,72.96000000000001,30.2,1,0.5862,Fatehgarh Sahib
166,60.0,50.0,91.7,73.52000000000001,15.9,1,0.58224,Jalandhar
167,56.34,49.55,77.0,71.36,29.2,1,0.5669,Kapurthala
168,60.0,50.0,75.3,73.92,18.4,1,0.5552400000000001,Ludhiana
169,60.0,48.45,84.9,70.88,34.2,1,0.5968600000000001,Karaikal
170,59.82,44.95,98.2,69.52000000000001,43.8,1,0.6325799999999999,Mahe
171,59.879999999999995,46.7,70.4,73.84,38.1,0,0.5778400000000001,Puducherry
172,59.699999999999996,47.65,73.1,73.92,42.2,0,0.59314,Yanam
173,59.75999999999999,48.3,85.5,73.12,15.7,1,0.5647599999999999,Ajmer
174,59.879999999999995,36.8,77.7,75.76,52.1,0,0.60448,Kancheepuram
175,59.58,45.55,86.1,48.72,56.6,0,0.5931,Kanniyakumari
176,59.699999999999996,48.15,67.2,71.84,70.7,0,0.6351800000000001,Karur
177,59.34,39.55,67.1,68.64,45.7,0,0.5606599999999999,Madurai
178,59.34,39.85,78.9,74.64,63.3,0,0.6320600000000001,Thiruvallur
179,59.279999999999994,45.5,65.7,63.84,37.7,0,0.5440400000000001,Thoothukkudi
180,59.82,48.05,62.3,73.04,56.8,0,0.60002,Tiruchirappalli
181,59.699999999999996,49.0,54.6,64.16000000000001,48.0,0,0.5509200000000001,Tirunelveli
